dias_sin_localizar,semanas_sin_localizar,semanas_sin_localizar_cap,dias_sin_localizar_cap,estatus,tipo,grupo de edad,sexo,dia
1.0,0.0,0.0,1.0,localizada,indígena,12 a 17,mujer,miércoles
1.0,0.0,0.0,1.0,localizada,indígena,12 a 17,hombre,miércoles
75.0,10.0,7.0,75.0,localizada,indígena,12 a 17,hombre,domingo
3.0,0.0,0.0,3.0,localizada,indígena,12 a 17,hombre,lunes
,,,,no localizada,mestiza,6 a 11,hombre,lunes
7.0,1.0,1.0,7.0,localizada,mestiza,12 a 17,hombre,lunes
7.0,1.0,1.0,7.0,localizada,indígena,12 a 17,mujer,lunes
1.0,0.0,0.0,1.0,localizada,indígena,12 a 17,hombre,martes
2.0,0.0,0.0,2.0,localizada,indígena,12 a 17,hombre,viernes
1.0,0.0,0.0,1.0,localizada,indígena,12 a 17,mujer,sábado
,,,,no localizada,indígena,12 a 17,mujer,sábado
3.0,0.0,0.0,3.0,localizada,indígena,12 a 17,mujer,domingo
,,,,no localizada,mestiza,12 a 17,mujer,lunes
13.0,1.0,1.0,13.0,localizada,mestiza,0 a 5,hombre,lunes
58.0,8.0,7.0,58.0,localizada,mestiza,0 a 5,mujer,lunes
1.0,0.0,0.0,1.0,localizada,mestiza,12 a 17,mujer,lunes
3.0,0.0,0.0,3.0,localizada,mestiza,12 a 17,mujer,martes
4.0,0.0,0.0,4.0,localizada,mestiza,12 a 17,mujer,jueves
10.0,1.0,1.0,10.0,localizada,indígena,12 a 17,mujer,viernes
5.0,0.0,0.0,5.0,localizada,mestiza,0 a 5,mujer,sábado
6.0,0.0,0.0,6.0,localizada,mestiza,0 a 5,hombre,sábado
1.0,0.0,0.0,1.0,localizada,mestiza,12 a 17,mujer,sábado
21.0,3.0,3.0,21.0,localizada,indígena,0 a 5,mujer,sábado
4.0,0.0,0.0,4.0,localizada,mestiza,12 a 17,mujer,lunes
60.0,8.0,7.0,60.0,localizada,mestiza,12 a 17,mujer,lunes
21.0,3.0,3.0,21.0,localizada,mestiza,12 a 17,mujer,martes
8.0,1.0,1.0,8.0,localizada,indígena,12 a 17,hombre,miércoles
8.0,1.0,1.0,8.0,localizada,mestiza,12 a 17,mujer,miércoles
6.0,0.0,0.0,6.0,localizada,indígena,6 a 11,hombre,jueves
,,,,no localizada,mestiza,6 a 11,mujer,jueves
4.0,0.0,0.0,4.0,localizada,mestiza,0 a 5,mujer,viernes
4.0,0.0,0.0,4.0,localizada,mestiza,0 a 5,hombre,viernes
1.0,0.0,0.0,1.0,localizada,mestiza,12 a 17,hombre,domingo
9.0,1.0,1.0,9.0,localizada,mestiza,12 a 17,mujer,lunes
16.0,2.0,2.0,16.0,localizada,indígena,12 a 17,hombre,miércoles
101.0,14.0,7.0,100.0,localizada,indígena,6 a 11,hombre,miércoles
5.0,0.0,0.0,5.0,localizada,indígena,12 a 17,mujer,miércoles
,,,,no localizada,mestiza,12 a 17,hombre,jueves
4.0,0.0,0.0,4.0,localizada,mestiza,0 a 5,mujer,jueves
,,,,no localizada,indígena,12 a 17,mujer,sábado
6.0,0.0,0.0,6.0,localizada,indígena,12 a 17,mujer,domingo
,,,,no localizada,mestiza,12 a 17,mujer,lunes
8.0,1.0,1.0,8.0,localizada,mestiza,12 a 17,hombre,martes
3.0,0.0,0.0,3.0,localizada,mestiza,12 a 17,hombre,jueves
13.0,1.0,1.0,13.0,localizada,mestiza,0 a 5,mujer,viernes
9.0,1.0,1.0,9.0,localizada,indígena,12 a 17,hombre,viernes
13.0,1.0,1.0,13.0,localizada,mestiza,12 a 17,mujer,viernes
2.0,0.0,0.0,2.0,localizada,mestiza,12 a 17,mujer,sábado
3.0,0.0,0.0,3.0,localizada,indígena,12 a 17,mujer,sábado
,,,,no localizada,indígena,12 a 17,mujer,sábado
4.0,0.0,0.0,4.0,localizada,indígena,12 a 17,mujer,domingo
4.0,0.0,0.0,4.0,localizada,indígena,12 a 17,mujer,domingo
2.0,0.0,0.0,2.0,localizada,indígena,12 a 17,hombre,lunes
9.0,1.0,1.0,9.0,localizada,indígena,12 a 17,mujer,lunes
9.0,1.0,1.0,9.0,localizada,indígena,12 a 17,mujer,martes
40.0,5.0,5.0,40.0,localizada,indígena,12 a 17,mujer,miércoles
6.0,0.0,0.0,6.0,localizada,mestiza,6 a 11,hombre,miércoles
5.0,0.0,0.0,5.0,localizada,mestiza,12 a 17,mujer,jueves
4.0,0.0,0.0,4.0,localizada,indígena,12 a 17,hombre,viernes
6.0,0.0,0.0,6.0,localizada,mestiza,12 a 17,mujer,domingo
,,,,no localizada,indígena,12 a 17,mujer,lunes
15.0,2.0,2.0,15.0,localizada,mestiza,12 a 17,mujer,lunes
1.0,0.0,0.0,1.0,localizada,mestiza,12 a 17,mujer,lunes
,,,,no localizada,indígena,12 a 17,hombre,martes
21.0,3.0,3.0,21.0,localizada,mestiza,12 a 17,mujer,miércoles
1.0,0.0,0.0,1.0,localizada,mestiza,12 a 17,hombre,jueves
25.0,3.0,3.0,25.0,localizada,mestiza,6 a 11,hombre,viernes
1.0,0.0,0.0,1.0,localizada,indígena,12 a 17,mujer,sábado
3.0,0.0,0.0,3.0,localizada,mestiza,12 a 17,hombre,lunes
8.0,1.0,1.0,8.0,localizada,mestiza,12 a 17,mujer,lunes
18.0,2.0,2.0,18.0,localizada,indígena,12 a 17,mujer,lunes
2.0,0.0,0.0,2.0,localizada,mestiza,12 a 17,mujer,lunes
124.0,17.0,7.0,100.0,localizada,indígena,0 a 5,hombre,lunes
66.0,9.0,7.0,66.0,localizada,mestiza,6 a 11,hombre,martes
6.0,0.0,0.0,6.0,localizada,mestiza,6 a 11,hombre,martes
8.0,1.0,1.0,8.0,localizada,indígena,12 a 17,mujer,miércoles
2.0,0.0,0.0,2.0,localizada,mestiza,12 a 17,mujer,jueves
1.0,0.0,0.0,1.0,localizada,indígena,0 a 5,mujer,viernes
,,,,no localizada,mestiza,12 a 17,mujer,viernes
,,,,no localizada,mestiza,12 a 17,mujer,sábado
5.0,0.0,0.0,5.0,localizada,mestiza,12 a 17,mujer,sábado
51.0,7.0,7.0,51.0,localizada,mestiza,0 a 5,hombre,sábado
,,,,no localizada,indígena,12 a 17,mujer,sábado
4.0,0.0,0.0,4.0,localizada,indígena,12 a 17,mujer,domingo
72.0,10.0,7.0,72.0,localizada,mestiza,12 a 17,mujer,domingo
9.0,1.0,1.0,9.0,localizada,indígena,12 a 17,hombre,domingo
4.0,0.0,0.0,4.0,localizada,indígena,12 a 17,hombre,domingo
,,,,no localizada,mestiza,6 a 11,mujer,lunes
4.0,0.0,0.0,4.0,localizada,indígena,12 a 17,mujer,martes
8.0,1.0,1.0,8.0,localizada,indígena,12 a 17,hombre,martes
1.0,0.0,0.0,1.0,localizada,mestiza,12 a 17,mujer,martes
1.0,0.0,0.0,1.0,localizada,mestiza,12 a 17,mujer,miércoles
6.0,0.0,0.0,6.0,localizada,mestiza,12 a 17,mujer,jueves
26.0,3.0,3.0,26.0,localizada,mestiza,12 a 17,mujer,jueves
5.0,0.0,0.0,5.0,localizada,mestiza,12 a 17,mujer,jueves
,,,,no localizada,mestiza,12 a 17,mujer,jueves
3.0,0.0,0.0,3.0,localizada,mestiza,12 a 17,mujer,viernes
,,,,localizada,mestiza,12 a 17,mujer,viernes
90.0,12.0,7.0,90.0,localizada,mestiza,12 a 17,mujer,viernes
,,,,no localizada,indígena,12 a 17,mujer,viernes
26.0,3.0,3.0,26.0,localizada,mestiza,12 a 17,mujer,sábado
4.0,0.0,0.0,4.0,localizada,indígena,0 a 5,hombre,domingo
3.0,0.0,0.0,3.0,localizada,mestiza,12 a 17,mujer,domingo
3.0,0.0,0.0,3.0,localizada,mestiza,12 a 17,mujer,domingo
,,,,no localizada,mestiza,12 a 17,hombre,martes
,,,,no localizada,mestiza,12 a 17,mujer,martes
4.0,0.0,0.0,4.0,localizada,indígena,12 a 17,hombre,martes
,,,,localizada,mestiza,12 a 17,mujer,martes
4.0,0.0,0.0,4.0,localizada,indígena,12 a 17,mujer,martes
53.0,7.0,7.0,53.0,localizada,mestiza,6 a 11,mujer,viernes
3.0,0.0,0.0,3.0,localizada,indígena,12 a 17,mujer,sábado
,,,,no localizada,mestiza,12 a 17,mujer,domingo
14.0,2.0,2.0,14.0,localizada,indígena,0 a 5,hombre,lunes
,,,,no localizada,mestiza,0 a 5,hombre,martes
1.0,0.0,0.0,1.0,localizada,mestiza,12 a 17,hombre,jueves
116.0,16.0,7.0,100.0,localizada,mestiza,0 a 5,hombre,jueves
2.0,0.0,0.0,2.0,localizada,mestiza,12 a 17,mujer,jueves
,,,,no localizada,mestiza,12 a 17,mujer,sábado
27.0,3.0,3.0,27.0,localizada,indígena,12 a 17,mujer,sábado
,,,,no localizada,indígena,12 a 17,mujer,lunes
5.0,0.0,0.0,5.0,localizada,mestiza,12 a 17,mujer,lunes
,,,,no localizada,indígena,12 a 17,mujer,jueves
8.0,1.0,1.0,8.0,localizada,mestiza,12 a 17,hombre,viernes
1.0,0.0,0.0,1.0,localizada,indígena,12 a 17,mujer,sábado
15.0,2.0,2.0,15.0,localizada,indígena,12 a 17,mujer,domingo
76.0,10.0,7.0,76.0,localizada,indígena,12 a 17,hombre,domingo
4.0,0.0,0.0,4.0,localizada,indígena,12 a 17,mujer,lunes
,,,,no localizada,indígena,12 a 17,mujer,lunes
2.0,0.0,0.0,2.0,localizada,mestiza,12 a 17,mujer,lunes
,,,,no localizada,indígena,12 a 17,mujer,lunes
1.0,0.0,0.0,1.0,localizada,indígena,12 a 17,mujer,martes
,,,,no localizada,indígena,12 a 17,mujer,martes
3.0,0.0,0.0,3.0,localizada,indígena,12 a 17,hombre,martes
,,,,no localizada,indígena,12 a 17,mujer,miércoles
19.0,2.0,2.0,19.0,localizada,mestiza,12 a 17,mujer,viernes
,,,,no localizada,mestiza,0 a 5,mujer,sábado
,,,,no localizada,mestiza,6 a 11,mujer,sábado
,,,,no localizada,indígena,6 a 11,hombre,sábado
,,,,no localizada,mestiza,6 a 11,mujer,sábado
63.0,9.0,7.0,63.0,localizada,indígena,6 a 11,hombre,domingo
2.0,0.0,0.0,2.0,localizada,indígena,12 a 17,mujer,domingo
,,,,no localizada,mestiza,12 a 17,mujer,domingo
,,,,no localizada,mestiza,12 a 17,mujer,domingo
8.0,1.0,1.0,8.0,localizada,mestiza,12 a 17,mujer,domingo
3.0,0.0,0.0,3.0,localizada,mestiza,12 a 17,mujer,domingo
5.0,0.0,0.0,5.0,localizada,mestiza,12 a 17,mujer,lunes
6.0,0.0,0.0,6.0,localizada,mestiza,12 a 17,mujer,martes
6.0,0.0,0.0,6.0,localizada,mestiza,0 a 5,mujer,martes
17.0,2.0,2.0,17.0,localizada,mestiza,0 a 5,mujer,miércoles
,,,,no localizada,mestiza,12 a 17,mujer,jueves
5.0,0.0,0.0,5.0,localizada,indígena,12 a 17,mujer,viernes
,,,,no localizada,mestiza,12 a 17,mujer,sábado
,,,,no localizada,mestiza,6 a 11,hombre,sábado
,,,,no localizada,mestiza,12 a 17,hombre,sábado
,,,,no localizada,indígena,12 a 17,mujer,lunes
7.0,1.0,1.0,7.0,localizada,mestiza,12 a 17,mujer,lunes
-0.0,-0.0,-0.0,-0.0,localizada,mestiza,12 a 17,mujer,martes
21.0,3.0,3.0,21.0,localizada,indígena,6 a 11,mujer,miércoles
,,,,no localizada,indígena,12 a 17,mujer,miércoles
21.0,3.0,3.0,21.0,localizada,indígena,6 a 11,mujer,miércoles
,,,,no localizada,mestiza,12 a 17,mujer,miércoles
68.0,9.0,7.0,68.0,localizada,indígena,6 a 11,mujer,miércoles
4.0,0.0,0.0,4.0,localizada,mestiza,0 a 5,mujer,sábado
15.0,2.0,2.0,15.0,localizada,indígena,12 a 17,mujer,lunes
16.0,2.0,2.0,16.0,localizada,indígena,0 a 5,hombre,martes
13.0,1.0,1.0,13.0,localizada,mestiza,12 a 17,mujer,miércoles
,,,,no localizada,indígena,12 a 17,mujer,jueves
,,,,no localizada,indígena,6 a 11,hombre,jueves
,,,,no localizada,indígena,12 a 17,mujer,viernes
6.0,0.0,0.0,6.0,localizada,mestiza,0 a 5,hombre,viernes
,,,,no localizada,mestiza,12 a 17,mujer,viernes
,,,,no localizada,mestiza,6 a 11,mujer,sábado
,,,,no localizada,mestiza,6 a 11,mujer,sábado
,,,,no localizada,mestiza,12 a 17,mujer,sábado
2.0,0.0,0.0,2.0,localizada,mestiza,12 a 17,mujer,domingo
4.0,0.0,0.0,4.0,localizada,mestiza,12 a 17,mujer,lunes
4.0,0.0,0.0,4.0,localizada,mestiza,12 a 17,mujer,martes
2.0,0.0,0.0,2.0,localizada,mestiza,12 a 17,mujer,viernes
74.0,10.0,7.0,74.0,localizada,mestiza,12 a 17,mujer,viernes
1.0,0.0,0.0,1.0,localizada,mestiza,12 a 17,mujer,lunes
6.0,0.0,0.0,6.0,localizada,mestiza,12 a 17,mujer,miércoles
1.0,0.0,0.0,1.0,localizada,mestiza,6 a 11,mujer,miércoles
16.0,2.0,2.0,16.0,localizada,mestiza,12 a 17,mujer,jueves
31.0,4.0,4.0,31.0,localizada,mestiza,12 a 17,mujer,viernes
,,,,no localizada,mestiza,12 a 17,hombre,domingo
6.0,0.0,0.0,6.0,localizada,mestiza,12 a 17,mujer,lunes
6.0,0.0,0.0,6.0,localizada,mestiza,12 a 17,mujer,lunes
1.0,0.0,0.0,1.0,localizada,mestiza,12 a 17,mujer,martes
1.0,0.0,0.0,1.0,localizada,mestiza,12 a 17,mujer,martes
7.0,1.0,1.0,7.0,localizada,mestiza,12 a 17,mujer,martes
1.0,0.0,0.0,1.0,localizada,mestiza,0 a 5,mujer,martes
1.0,0.0,0.0,1.0,localizada,indígena,0 a 5,hombre,martes
,,,,no localizada,mestiza,6 a 11,mujer,miércoles
,,,,no localizada,mestiza,12 a 17,mujer,miércoles
11.0,1.0,1.0,11.0,localizada,mestiza,12 a 17,mujer,miércoles
,,,,no localizada,mestiza,12 a 17,hombre,miércoles
,,,,no localizada,mestiza,0 a 5,hombre,miércoles
6.0,0.0,0.0,6.0,localizada,mestiza,0 a 5,mujer,jueves
6.0,0.0,0.0,6.0,localizada,mestiza,0 a 5,hombre,jueves
6.0,0.0,0.0,6.0,localizada,mestiza,0 a 5,mujer,jueves
2.0,0.0,0.0,2.0,localizada,indígena,12 a 17,mujer,viernes
,,,,no localizada,mestiza,12 a 17,mujer,sábado
8.0,1.0,1.0,8.0,localizada,mestiza,12 a 17,hombre,domingo
4.0,0.0,0.0,4.0,localizada,mestiza,12 a 17,mujer,domingo
,,,,no localizada,indígena,12 a 17,mujer,lunes
,,,,no localizada,indígena,12 a 17,mujer,lunes
11.0,1.0,1.0,11.0,localizada,mestiza,12 a 17,mujer,martes
25.0,3.0,3.0,25.0,localizada,mestiza,0 a 5,hombre,miércoles
,,,,no localizada,indígena,12 a 17,hombre,viernes
12.0,1.0,1.0,12.0,localizada,mestiza,12 a 17,mujer,viernes
1.0,0.0,0.0,1.0,localizada,indígena,12 a 17,mujer,sábado
5.0,0.0,0.0,5.0,localizada,indígena,12 a 17,mujer,domingo
4.0,0.0,0.0,4.0,localizada,mestiza,12 a 17,mujer,lunes
,,,,no localizada,indígena,12 a 17,hombre,martes
42.0,6.0,6.0,42.0,localizada,mestiza,0 a 5,mujer,domingo
4.0,0.0,0.0,4.0,localizada,mestiza,12 a 17,mujer,miércoles
5.0,0.0,0.0,5.0,localizada,mestiza,12 a 17,mujer,jueves
5.0,0.0,0.0,5.0,localizada,mestiza,12 a 17,hombre,viernes
3.0,0.0,0.0,3.0,localizada,indígena,12 a 17,mujer,viernes
,,,,no localizada,mestiza,12 a 17,mujer,sábado
6.0,0.0,0.0,6.0,localizada,mestiza,12 a 17,mujer,sábado
4.0,0.0,0.0,4.0,localizada,indígena,12 a 17,mujer,domingo
1.0,0.0,0.0,1.0,localizada,mestiza,12 a 17,mujer,domingo
1.0,0.0,0.0,1.0,localizada,indígena,12 a 17,mujer,lunes
,,,,no localizada,mestiza,12 a 17,mujer,lunes
1.0,0.0,0.0,1.0,localizada,indígena,12 a 17,mujer,lunes
2.0,0.0,0.0,2.0,localizada,indígena,12 a 17,hombre,martes
7.0,1.0,1.0,7.0,localizada,indígena,12 a 17,mujer,martes
12.0,1.0,1.0,12.0,localizada,indígena,12 a 17,mujer,miércoles
16.0,2.0,2.0,16.0,localizada,mestiza,12 a 17,mujer,miércoles
,,,,no localizada,mestiza,12 a 17,mujer,miércoles
5.0,0.0,0.0,5.0,localizada,indígena,12 a 17,mujer,jueves
-0.0,-0.0,-0.0,-0.0,localizada,mestiza,6 a 11,hombre,jueves
2.0,0.0,0.0,2.0,localizada,mestiza,12 a 17,mujer,viernes
3.0,0.0,0.0,3.0,localizada,indígena,12 a 17,mujer,sábado
3.0,0.0,0.0,3.0,localizada,indígena,12 a 17,mujer,sábado
10.0,1.0,1.0,10.0,localizada,mestiza,12 a 17,mujer,domingo
6.0,0.0,0.0,6.0,localizada,indígena,12 a 17,mujer,lunes
2.0,0.0,0.0,2.0,localizada,mestiza,12 a 17,mujer,lunes
,,,,no localizada,mestiza,12 a 17,mujer,martes
12.0,1.0,1.0,12.0,localizada,mestiza,12 a 17,hombre,miércoles
3.0,0.0,0.0,3.0,localizada,indígena,12 a 17,hombre,miércoles
2.0,0.0,0.0,2.0,localizada,mestiza,12 a 17,mujer,jueves
3.0,0.0,0.0,3.0,localizada,indígena,0 a 5,mujer,jueves
,,,,no localizada,indígena,12 a 17,mujer,viernes
1.0,0.0,0.0,1.0,localizada,indígena,12 a 17,hombre,sábado
2.0,0.0,0.0,2.0,localizada,mestiza,12 a 17,hombre,sábado
3.0,0.0,0.0,3.0,localizada,indígena,12 a 17,mujer,domingo
14.0,2.0,2.0,14.0,localizada,mestiza,12 a 17,hombre,miércoles
,,,,no localizada,mestiza,12 a 17,mujer,miércoles
455.0,65.0,7.0,100.0,localizada,mestiza,0 a 5,hombre,jueves
25.0,3.0,3.0,25.0,localizada,indígena,12 a 17,mujer,jueves
3.0,0.0,0.0,3.0,localizada,mestiza,12 a 17,hombre,jueves
2.0,0.0,0.0,2.0,localizada,indígena,12 a 17,mujer,jueves
2.0,0.0,0.0,2.0,localizada,indígena,12 a 17,mujer,viernes
12.0,1.0,1.0,12.0,localizada,indígena,6 a 11,hombre,viernes
20.0,2.0,2.0,20.0,localizada,mestiza,0 a 5,mujer,viernes
28.0,4.0,4.0,28.0,localizada,indígena,12 a 17,mujer,viernes
10.0,1.0,1.0,10.0,localizada,mestiza,12 a 17,mujer,sábado
,,,,no localizada,indígena,12 a 17,mujer,sábado
2.0,0.0,0.0,2.0,localizada,mestiza,12 a 17,hombre,domingo
1.0,0.0,0.0,1.0,localizada,mestiza,12 a 17,mujer,domingo
8.0,1.0,1.0,8.0,localizada,mestiza,6 a 11,mujer,lunes
,,,,no localizada,mestiza,12 a 17,hombre,miércoles
,,,,no localizada,mestiza,6 a 11,mujer,jueves
2.0,0.0,0.0,2.0,localizada,mestiza,12 a 17,mujer,viernes
24.0,3.0,3.0,24.0,localizada,indígena,12 a 17,mujer,sábado
114.0,16.0,7.0,100.0,localizada,mestiza,12 a 17,hombre,domingo
4.0,0.0,0.0,4.0,localizada,mestiza,12 a 17,mujer,lunes
3.0,0.0,0.0,3.0,localizada,mestiza,12 a 17,mujer,martes
,,,,no localizada,indígena,12 a 17,hombre,martes
3.0,0.0,0.0,3.0,localizada,mestiza,12 a 17,mujer,miércoles
3.0,0.0,0.0,3.0,localizada,mestiza,12 a 17,hombre,jueves
7.0,1.0,1.0,7.0,localizada,mestiza,12 a 17,mujer,jueves
7.0,1.0,1.0,7.0,localizada,indígena,6 a 11,mujer,jueves
,,,,no localizada,mestiza,12 a 17,mujer,viernes
2.0,0.0,0.0,2.0,localizada,mestiza,12 a 17,mujer,domingo
10.0,1.0,1.0,10.0,localizada,mestiza,12 a 17,mujer,lunes
,,,,no localizada,mestiza,12 a 17,mujer,martes
,,,,no localizada,indígena,12 a 17,mujer,jueves
8.0,1.0,1.0,8.0,localizada,indígena,12 a 17,mujer,viernes
7.0,1.0,1.0,7.0,localizada,indígena,12 a 17,hombre,viernes
,,,,no localizada,indígena,12 a 17,hombre,viernes
6.0,0.0,0.0,6.0,localizada,mestiza,12 a 17,mujer,lunes
3.0,0.0,0.0,3.0,localizada,mestiza,12 a 17,mujer,martes
,,,,no localizada,mestiza,0 a 5,mujer,martes
,,,,no localizada,mestiza,6 a 11,mujer,martes
,,,,no localizada,mestiza,0 a 5,mujer,martes
,,,,no localizada,mestiza,6 a 11,hombre,domingo
,,,,no localizada,mestiza,0 a 5,mujer,domingo
2.0,0.0,0.0,2.0,localizada,indígena,12 a 17,mujer,domingo
6.0,0.0,0.0,6.0,localizada,mestiza,12 a 17,mujer,domingo
7.0,1.0,1.0,7.0,localizada,indígena,0 a 5,mujer,lunes
39.0,5.0,5.0,39.0,localizada,indígena,12 a 17,hombre,lunes
18.0,2.0,2.0,18.0,localizada,indígena,0 a 5,hombre,lunes
2.0,0.0,0.0,2.0,localizada,mestiza,12 a 17,hombre,martes
13.0,1.0,1.0,13.0,localizada,mestiza,12 a 17,mujer,martes
9.0,1.0,1.0,9.0,localizada,mestiza,12 a 17,mujer,miércoles
3.0,0.0,0.0,3.0,localizada,indígena,12 a 17,mujer,miércoles
6.0,0.0,0.0,6.0,localizada,mestiza,12 a 17,mujer,jueves
3.0,0.0,0.0,3.0,localizada,mestiza,12 a 17,hombre,jueves
,,,,no localizada,mestiza,0 a 5,hombre,viernes
15.0,2.0,2.0,15.0,localizada,mestiza,12 a 17,mujer,viernes
3.0,0.0,0.0,3.0,localizada,mestiza,0 a 5,hombre,sábado
4.0,0.0,0.0,4.0,localizada,mestiza,12 a 17,mujer,sábado
12.0,1.0,1.0,12.0,localizada,mestiza,6 a 11,mujer,domingo
163.0,23.0,7.0,100.0,localizada,mestiza,6 a 11,mujer,domingo
3.0,0.0,0.0,3.0,localizada,mestiza,12 a 17,mujer,domingo
12.0,1.0,1.0,12.0,localizada,mestiza,0 a 5,hombre,domingo
2.0,0.0,0.0,2.0,localizada,mestiza,12 a 17,mujer,domingo
1.0,0.0,0.0,1.0,localizada,indígena,12 a 17,mujer,domingo
4.0,0.0,0.0,4.0,localizada,indígena,12 a 17,hombre,lunes
439.0,62.0,7.0,100.0,localizada,mestiza,0 a 5,hombre,lunes
261.0,37.0,7.0,100.0,localizada,mestiza,12 a 17,mujer,martes
169.0,24.0,7.0,100.0,localizada,mestiza,0 a 5,mujer,martes
25.0,3.0,3.0,25.0,localizada,mestiza,0 a 5,hombre,martes
25.0,3.0,3.0,25.0,localizada,indígena,12 a 17,mujer,martes
25.0,3.0,3.0,25.0,localizada,indígena,6 a 11,mujer,martes
9.0,1.0,1.0,9.0,localizada,mestiza,12 a 17,mujer,martes
,,,,no localizada,indígena,12 a 17,hombre,martes
5.0,0.0,0.0,5.0,localizada,mestiza,12 a 17,mujer,martes
3.0,0.0,0.0,3.0,localizada,indígena,6 a 11,hombre,jueves
,,,,no localizada,indígena,12 a 17,hombre,viernes
,,,,no localizada,mestiza,12 a 17,hombre,viernes
3.0,0.0,0.0,3.0,localizada,mestiza,12 a 17,hombre,viernes
,,,,no localizada,mestiza,12 a 17,hombre,domingo
4.0,0.0,0.0,4.0,localizada,mestiza,12 a 17,mujer,domingo
20.0,2.0,2.0,20.0,localizada,mestiza,12 a 17,mujer,domingo
16.0,2.0,2.0,16.0,localizada,mestiza,12 a 17,mujer,lunes
,,,,no localizada,mestiza,12 a 17,mujer,martes
84.0,12.0,7.0,84.0,localizada,indígena,12 a 17,mujer,martes
1.0,0.0,0.0,1.0,localizada,indígena,12 a 17,mujer,sábado
,,,,no localizada,mestiza,0 a 5,hombre,martes
23.0,3.0,3.0,23.0,localizada,mestiza,12 a 17,mujer,martes
106.0,15.0,7.0,100.0,localizada,mestiza,12 a 17,mujer,sábado
89.0,12.0,7.0,89.0,localizada,mestiza,0 a 5,hombre,sábado
,,,,no localizada,mestiza,12 a 17,mujer,domingo
5.0,0.0,0.0,5.0,localizada,mestiza,12 a 17,mujer,domingo
3.0,0.0,0.0,3.0,localizada,mestiza,6 a 11,mujer,lunes
4.0,0.0,0.0,4.0,localizada,indígena,12 a 17,mujer,lunes
6.0,0.0,0.0,6.0,localizada,mestiza,12 a 17,hombre,martes
69.0,9.0,7.0,69.0,localizada,mestiza,12 a 17,hombre,martes
6.0,0.0,0.0,6.0,localizada,mestiza,12 a 17,mujer,martes
9.0,1.0,1.0,9.0,localizada,mestiza,12 a 17,mujer,miércoles
9.0,1.0,1.0,9.0,localizada,indígena,12 a 17,hombre,miércoles
87.0,12.0,7.0,87.0,localizada,indígena,0 a 5,hombre,jueves
5.0,0.0,0.0,5.0,localizada,indígena,12 a 17,mujer,jueves
1.0,0.0,0.0,1.0,localizada,indígena,12 a 17,hombre,viernes
24.0,3.0,3.0,24.0,localizada,indígena,12 a 17,mujer,viernes
6.0,0.0,0.0,6.0,localizada,mestiza,0 a 5,mujer,viernes
35.0,5.0,5.0,35.0,localizada,mestiza,12 a 17,mujer,sábado
6.0,0.0,0.0,6.0,localizada,mestiza,12 a 17,mujer,lunes
11.0,1.0,1.0,11.0,localizada,mestiza,12 a 17,mujer,martes
85.0,12.0,7.0,85.0,localizada,indígena,12 a 17,hombre,martes
3.0,0.0,0.0,3.0,localizada,mestiza,12 a 17,mujer,martes
727.0,103.0,7.0,100.0,localizada,mestiza,12 a 17,mujer,miércoles
4.0,0.0,0.0,4.0,localizada,mestiza,12 a 17,mujer,jueves
6.0,0.0,0.0,6.0,localizada,indígena,12 a 17,mujer,jueves
7.0,1.0,1.0,7.0,localizada,mestiza,12 a 17,mujer,viernes
,,,,no localizada,indígena,12 a 17,mujer,viernes
5.0,0.0,0.0,5.0,localizada,indígena,12 a 17,hombre,sábado
74.0,10.0,7.0,74.0,localizada,indígena,12 a 17,hombre,domingo
4.0,0.0,0.0,4.0,localizada,indígena,12 a 17,mujer,lunes
,,,,no localizada,mestiza,12 a 17,mujer,martes
14.0,2.0,2.0,14.0,localizada,mestiza,12 a 17,mujer,martes
14.0,2.0,2.0,14.0,localizada,mestiza,12 a 17,mujer,martes
7.0,1.0,1.0,7.0,localizada,indígena,12 a 17,mujer,martes
,,,,no localizada,indígena,12 a 17,mujer,miércoles
6.0,0.0,0.0,6.0,localizada,indígena,12 a 17,hombre,miércoles
6.0,0.0,0.0,6.0,localizada,indígena,12 a 17,mujer,jueves
12.0,1.0,1.0,12.0,localizada,mestiza,12 a 17,mujer,jueves
466.0,66.0,7.0,100.0,localizada,mestiza,12 a 17,mujer,viernes
6.0,0.0,0.0,6.0,localizada,mestiza,12 a 17,mujer,viernes
7.0,1.0,1.0,7.0,localizada,indígena,12 a 17,mujer,sábado
4.0,0.0,0.0,4.0,localizada sin vida,indígena,0 a 5,hombre,sábado
67.0,9.0,7.0,67.0,localizada,mestiza,12 a 17,mujer,domingo
,,,,no localizada,mestiza,12 a 17,mujer,lunes
,,,,no localizada,mestiza,6 a 11,hombre,lunes
2.0,0.0,0.0,2.0,localizada,indígena,12 a 17,mujer,lunes
,,,,no localizada,mestiza,12 a 17,mujer,lunes
11.0,1.0,1.0,11.0,localizada,indígena,12 a 17,hombre,martes
12.0,1.0,1.0,12.0,localizada,mestiza,12 a 17,mujer,martes
4.0,0.0,0.0,4.0,localizada,mestiza,12 a 17,mujer,miércoles
46.0,6.0,6.0,46.0,localizada,mestiza,12 a 17,mujer,miércoles
,,,,no localizada,mestiza,12 a 17,mujer,miércoles
8.0,1.0,1.0,8.0,localizada,indígena,12 a 17,mujer,miércoles
,,,,no localizada,mestiza,0 a 5,hombre,viernes
