dias_sin_localizar,semanas_sin_localizar,semanas_sin_localizar_cap,dias_sin_localizar_cap,estatus,tipo,grupo de edad,sexo,dia
6.0,0.0,0.0,6.0,localizada,mestiza,12 a 17,hombre,sábado
,,,,no localizada,mestiza,12 a 17,mujer,sábado
49.0,7.0,7.0,49.0,localizada,mestiza,12 a 17,mujer,sábado
,,,,no localizada,indígena,12 a 17,mujer,martes
7.0,1.0,1.0,7.0,localizada,indígena,12 a 17,mujer,miércoles
7.0,1.0,1.0,7.0,localizada,mestiza,0 a 5,hombre,miércoles
1.0,0.0,0.0,1.0,localizada,mestiza,6 a 11,mujer,jueves
1.0,0.0,0.0,1.0,localizada,indígena,0 a 5,mujer,jueves
23.0,3.0,3.0,23.0,localizada,mestiza,12 a 17,hombre,jueves
3.0,0.0,0.0,3.0,localizada,indígena,12 a 17,mujer,viernes
2.0,0.0,0.0,2.0,localizada,indígena,0 a 5,hombre,viernes
5.0,0.0,0.0,5.0,localizada,mestiza,12 a 17,mujer,viernes
33.0,4.0,4.0,33.0,localizada,mestiza,12 a 17,mujer,sábado
3.0,0.0,0.0,3.0,localizada,indígena,12 a 17,mujer,lunes
,,,,no localizada,mestiza,0 a 5,mujer,martes
694.0,99.0,7.0,100.0,localizada,indígena,12 a 17,mujer,martes
2.0,0.0,0.0,2.0,localizada,indígena,12 a 17,mujer,jueves
,,,,no localizada,indígena,12 a 17,mujer,viernes
17.0,2.0,2.0,17.0,localizada,mestiza,12 a 17,mujer,viernes
18.0,2.0,2.0,18.0,localizada,mestiza,12 a 17,mujer,sábado
,,,,no localizada,mestiza,12 a 17,mujer,sábado
7.0,1.0,1.0,7.0,localizada,mestiza,12 a 17,hombre,domingo
20.0,2.0,2.0,20.0,localizada,mestiza,12 a 17,mujer,domingo
4.0,0.0,0.0,4.0,localizada,indígena,12 a 17,mujer,domingo
4.0,0.0,0.0,4.0,localizada,mestiza,12 a 17,mujer,lunes
2.0,0.0,0.0,2.0,localizada,mestiza,12 a 17,mujer,lunes
10.0,1.0,1.0,10.0,localizada,mestiza,12 a 17,mujer,lunes
109.0,15.0,7.0,100.0,localizada,mestiza,12 a 17,mujer,martes
,,,,no localizada,mestiza,0 a 5,hombre,miércoles
,,,,no localizada,mestiza,6 a 11,mujer,miércoles
1.0,0.0,0.0,1.0,localizada,mestiza,12 a 17,mujer,miércoles
,,,,no localizada,mestiza,0 a 5,hombre,miércoles
,,,,no localizada,mestiza,12 a 17,mujer,miércoles
2.0,0.0,0.0,2.0,localizada,mestiza,12 a 17,mujer,miércoles
5.0,0.0,0.0,5.0,localizada,indígena,12 a 17,hombre,sábado
3.0,0.0,0.0,3.0,localizada,indígena,12 a 17,mujer,domingo
24.0,3.0,3.0,24.0,localizada,indígena,12 a 17,mujer,domingo
23.0,3.0,3.0,23.0,localizada,indígena,12 a 17,hombre,miércoles
,,,,no localizada,mestiza,12 a 17,mujer,miércoles
,,,,no localizada,mestiza,12 a 17,mujer,miércoles
5.0,0.0,0.0,5.0,localizada,mestiza,0 a 5,hombre,viernes
2.0,0.0,0.0,2.0,localizada,indígena,12 a 17,mujer,viernes
5.0,0.0,0.0,5.0,localizada,mestiza,6 a 11,mujer,viernes
,,,,no localizada,indígena,12 a 17,hombre,sábado
25.0,3.0,3.0,25.0,localizada,indígena,12 a 17,mujer,sábado
1.0,0.0,0.0,1.0,localizada,mestiza,12 a 17,mujer,domingo
1.0,0.0,0.0,1.0,localizada,mestiza,12 a 17,mujer,lunes
16.0,2.0,2.0,16.0,localizada,mestiza,12 a 17,mujer,martes
33.0,4.0,4.0,33.0,localizada,mestiza,12 a 17,mujer,miércoles
45.0,6.0,6.0,45.0,localizada,mestiza,6 a 11,hombre,miércoles
45.0,6.0,6.0,45.0,localizada,mestiza,6 a 11,hombre,miércoles
48.0,6.0,6.0,48.0,localizada,mestiza,0 a 5,mujer,jueves
106.0,15.0,7.0,100.0,localizada,mestiza,0 a 5,hombre,jueves
20.0,2.0,2.0,20.0,localizada,indígena,6 a 11,hombre,jueves
5.0,0.0,0.0,5.0,localizada,mestiza,12 a 17,mujer,jueves
5.0,0.0,0.0,5.0,localizada,indígena,12 a 17,mujer,viernes
30.0,4.0,4.0,30.0,localizada,mestiza,12 a 17,mujer,viernes
2.0,0.0,0.0,2.0,localizada,indígena,12 a 17,hombre,viernes
4.0,0.0,0.0,4.0,localizada,mestiza,12 a 17,hombre,viernes
11.0,1.0,1.0,11.0,localizada,mestiza,12 a 17,mujer,viernes
4.0,0.0,0.0,4.0,localizada,mestiza,12 a 17,mujer,domingo
2.0,0.0,0.0,2.0,localizada,mestiza,12 a 17,mujer,domingo
9.0,1.0,1.0,9.0,localizada,mestiza,12 a 17,hombre,domingo
7.0,1.0,1.0,7.0,localizada,indígena,12 a 17,mujer,lunes
8.0,1.0,1.0,8.0,localizada,indígena,12 a 17,mujer,lunes
2.0,0.0,0.0,2.0,localizada,indígena,12 a 17,mujer,jueves
3.0,0.0,0.0,3.0,localizada,mestiza,12 a 17,hombre,viernes
11.0,1.0,1.0,11.0,localizada,indígena,12 a 17,mujer,viernes
2.0,0.0,0.0,2.0,localizada,mestiza,0 a 5,hombre,viernes
2.0,0.0,0.0,2.0,localizada,mestiza,12 a 17,mujer,sábado
5.0,0.0,0.0,5.0,localizada,mestiza,0 a 5,mujer,sábado
5.0,0.0,0.0,5.0,localizada,mestiza,0 a 5,hombre,sábado
99.0,14.0,7.0,99.0,localizada,mestiza,0 a 5,hombre,domingo
,,,,no localizada,indígena,0 a 5,mujer,lunes
200.0,28.0,7.0,100.0,localizada,mestiza,0 a 5,mujer,lunes
3.0,0.0,0.0,3.0,localizada,mestiza,12 a 17,hombre,martes
4.0,0.0,0.0,4.0,localizada,indígena,12 a 17,hombre,martes
36.0,5.0,5.0,36.0,localizada,mestiza,0 a 5,mujer,martes
7.0,1.0,1.0,7.0,localizada,mestiza,0 a 5,mujer,martes
7.0,1.0,1.0,7.0,localizada,indígena,12 a 17,mujer,martes
49.0,7.0,7.0,49.0,localizada,mestiza,12 a 17,mujer,martes
6.0,0.0,0.0,6.0,localizada,mestiza,12 a 17,mujer,jueves
6.0,0.0,0.0,6.0,localizada,mestiza,12 a 17,mujer,jueves
6.0,0.0,0.0,6.0,localizada,mestiza,12 a 17,mujer,viernes
11.0,1.0,1.0,11.0,localizada,indígena,12 a 17,mujer,viernes
3.0,0.0,0.0,3.0,localizada,indígena,12 a 17,mujer,sábado
,,,,no localizada,mestiza,12 a 17,mujer,sábado
,,,,no localizada,mestiza,12 a 17,mujer,sábado
4.0,0.0,0.0,4.0,localizada,mestiza,12 a 17,mujer,sábado
,,,,no localizada,mestiza,12 a 17,mujer,domingo
,,,,no localizada,indígena,12 a 17,mujer,domingo
3.0,0.0,0.0,3.0,localizada,mestiza,12 a 17,mujer,domingo
,,,,no localizada,indígena,0 a 5,hombre,lunes
5.0,0.0,0.0,5.0,localizada sin vida,mestiza,12 a 17,hombre,miércoles
47.0,6.0,6.0,47.0,localizada,mestiza,0 a 5,mujer,jueves
41.0,5.0,5.0,41.0,localizada,mestiza,12 a 17,mujer,jueves
10.0,1.0,1.0,10.0,localizada,mestiza,12 a 17,mujer,viernes
5.0,0.0,0.0,5.0,localizada,mestiza,12 a 17,mujer,viernes
4.0,0.0,0.0,4.0,localizada,indígena,12 a 17,mujer,viernes
4.0,0.0,0.0,4.0,localizada,mestiza,12 a 17,mujer,domingo
2.0,0.0,0.0,2.0,localizada,mestiza,12 a 17,mujer,domingo
123.0,17.0,7.0,100.0,localizada,mestiza,6 a 11,mujer,lunes
277.0,39.0,7.0,100.0,localizada,mestiza,12 a 17,mujer,lunes
3.0,0.0,0.0,3.0,localizada,mestiza,12 a 17,mujer,lunes
6.0,0.0,0.0,6.0,localizada,mestiza,12 a 17,mujer,lunes
36.0,5.0,5.0,36.0,localizada,mestiza,12 a 17,mujer,martes
28.0,4.0,4.0,28.0,localizada,mestiza,6 a 11,mujer,martes
,,,,no localizada,mestiza,12 a 17,mujer,jueves
7.0,1.0,1.0,7.0,localizada,mestiza,12 a 17,mujer,viernes
,,,,no localizada,mestiza,0 a 5,mujer,viernes
,,,,no localizada,mestiza,12 a 17,hombre,sábado
28.0,4.0,4.0,28.0,localizada,mestiza,12 a 17,mujer,domingo
96.0,13.0,7.0,96.0,localizada,mestiza,12 a 17,mujer,domingo
3.0,0.0,0.0,3.0,localizada,indígena,12 a 17,mujer,domingo
5.0,0.0,0.0,5.0,localizada,mestiza,12 a 17,mujer,martes
3.0,0.0,0.0,3.0,localizada,indígena,12 a 17,mujer,miércoles
7.0,1.0,1.0,7.0,localizada,mestiza,12 a 17,mujer,miércoles
116.0,16.0,7.0,100.0,localizada,mestiza,0 a 5,hombre,jueves
4.0,0.0,0.0,4.0,localizada,mestiza,12 a 17,mujer,jueves
4.0,0.0,0.0,4.0,localizada,mestiza,12 a 17,mujer,jueves
,,,,no localizada,mestiza,12 a 17,hombre,viernes
,,,,no localizada,mestiza,12 a 17,mujer,sábado
4.0,0.0,0.0,4.0,localizada,indígena,12 a 17,mujer,domingo
16.0,2.0,2.0,16.0,localizada,indígena,12 a 17,mujer,martes
13.0,1.0,1.0,13.0,localizada,indígena,6 a 11,mujer,martes
21.0,3.0,3.0,21.0,localizada,mestiza,0 a 5,mujer,martes
2.0,0.0,0.0,2.0,localizada,indígena,0 a 5,mujer,miércoles
2.0,0.0,0.0,2.0,localizada,mestiza,0 a 5,hombre,jueves
5.0,0.0,0.0,5.0,localizada,mestiza,12 a 17,mujer,viernes
24.0,3.0,3.0,24.0,localizada,indígena,12 a 17,mujer,domingo
89.0,12.0,7.0,89.0,localizada,indígena,12 a 17,mujer,lunes
10.0,1.0,1.0,10.0,localizada,mestiza,12 a 17,mujer,lunes
1.0,0.0,0.0,1.0,localizada,mestiza,12 a 17,mujer,martes
147.0,21.0,7.0,100.0,localizada,mestiza,0 a 5,hombre,martes
59.0,8.0,7.0,59.0,localizada,indígena,12 a 17,mujer,miércoles
1.0,0.0,0.0,1.0,localizada,mestiza,12 a 17,mujer,miércoles
4.0,0.0,0.0,4.0,localizada,mestiza,12 a 17,mujer,jueves
,,,,no localizada,indígena,12 a 17,hombre,viernes
6.0,0.0,0.0,6.0,localizada,indígena,12 a 17,mujer,viernes
7.0,1.0,1.0,7.0,localizada,mestiza,12 a 17,mujer,martes
4.0,0.0,0.0,4.0,localizada,mestiza,12 a 17,mujer,martes
38.0,5.0,5.0,38.0,localizada,mestiza,12 a 17,mujer,miércoles
9.0,1.0,1.0,9.0,localizada,mestiza,12 a 17,mujer,miércoles
1.0,0.0,0.0,1.0,localizada,mestiza,12 a 17,mujer,miércoles
117.0,16.0,7.0,100.0,localizada,indígena,0 a 5,mujer,miércoles
43.0,6.0,6.0,43.0,localizada,mestiza,12 a 17,mujer,jueves
43.0,6.0,6.0,43.0,localizada,mestiza,0 a 5,mujer,jueves
,,,,no localizada,mestiza,12 a 17,mujer,viernes
260.0,37.0,7.0,100.0,localizada,indígena,12 a 17,mujer,domingo
10.0,1.0,1.0,10.0,localizada,mestiza,12 a 17,mujer,lunes
,,,,no localizada,mestiza,12 a 17,mujer,miércoles
29.0,4.0,4.0,29.0,localizada,mestiza,12 a 17,mujer,viernes
2.0,0.0,0.0,2.0,localizada,mestiza,12 a 17,hombre,viernes
10.0,1.0,1.0,10.0,localizada,mestiza,12 a 17,mujer,viernes
85.0,12.0,7.0,85.0,localizada,indígena,0 a 5,mujer,viernes
85.0,12.0,7.0,85.0,localizada,indígena,6 a 11,mujer,viernes
2.0,0.0,0.0,2.0,localizada,mestiza,12 a 17,mujer,viernes
,,,,no localizada,indígena,12 a 17,mujer,sábado
,,,,no localizada,indígena,0 a 5,hombre,sábado
11.0,1.0,1.0,11.0,localizada,indígena,12 a 17,mujer,sábado
5.0,0.0,0.0,5.0,localizada,mestiza,12 a 17,mujer,sábado
6.0,0.0,0.0,6.0,localizada,indígena,0 a 5,hombre,domingo
28.0,4.0,4.0,28.0,localizada,mestiza,12 a 17,mujer,domingo
,,,,no localizada,indígena,12 a 17,mujer,domingo
,,,,no localizada,mestiza,12 a 17,mujer,domingo
3.0,0.0,0.0,3.0,localizada,mestiza,12 a 17,mujer,domingo
24.0,3.0,3.0,24.0,localizada,indígena,12 a 17,mujer,domingo
2.0,0.0,0.0,2.0,localizada,mestiza,12 a 17,hombre,lunes
5.0,0.0,0.0,5.0,localizada,mestiza,12 a 17,hombre,martes
5.0,0.0,0.0,5.0,localizada,mestiza,12 a 17,mujer,martes
10.0,1.0,1.0,10.0,localizada,mestiza,0 a 5,mujer,miércoles
1.0,0.0,0.0,1.0,localizada,indígena,12 a 17,mujer,miércoles
10.0,1.0,1.0,10.0,localizada,indígena,0 a 5,hombre,miércoles
10.0,1.0,1.0,10.0,localizada,indígena,6 a 11,hombre,miércoles
10.0,1.0,1.0,10.0,localizada,indígena,6 a 11,mujer,miércoles
7.0,1.0,1.0,7.0,localizada,indígena,12 a 17,hombre,miércoles
5.0,0.0,0.0,5.0,localizada,mestiza,12 a 17,mujer,miércoles
5.0,0.0,0.0,5.0,localizada,indígena,0 a 5,hombre,viernes
5.0,0.0,0.0,5.0,localizada,indígena,6 a 11,hombre,viernes
,,,,no localizada,indígena,12 a 17,hombre,sábado
32.0,4.0,4.0,32.0,localizada,mestiza,12 a 17,hombre,sábado
3.0,0.0,0.0,3.0,localizada,indígena,12 a 17,mujer,domingo
9.0,1.0,1.0,9.0,localizada,indígena,12 a 17,mujer,lunes
96.0,13.0,7.0,96.0,localizada,mestiza,6 a 11,mujer,martes
96.0,13.0,7.0,96.0,localizada,indígena,12 a 17,mujer,martes
2.0,0.0,0.0,2.0,localizada,indígena,12 a 17,mujer,jueves
2.0,0.0,0.0,2.0,localizada,mestiza,12 a 17,mujer,viernes
7.0,1.0,1.0,7.0,localizada,mestiza,12 a 17,hombre,viernes
2.0,0.0,0.0,2.0,localizada,mestiza,12 a 17,mujer,viernes
8.0,1.0,1.0,8.0,localizada,mestiza,12 a 17,mujer,viernes
108.0,15.0,7.0,100.0,localizada,mestiza,12 a 17,mujer,sábado
32.0,4.0,4.0,32.0,localizada,mestiza,12 a 17,hombre,sábado
44.0,6.0,6.0,44.0,localizada,mestiza,12 a 17,hombre,sábado
1.0,0.0,0.0,1.0,localizada,mestiza,12 a 17,mujer,sábado
,,,,no localizada,indígena,0 a 5,hombre,sábado
2.0,0.0,0.0,2.0,localizada,mestiza,12 a 17,mujer,domingo
6.0,0.0,0.0,6.0,localizada,mestiza,12 a 17,mujer,domingo
15.0,2.0,2.0,15.0,localizada,mestiza,12 a 17,hombre,domingo
2.0,0.0,0.0,2.0,localizada,mestiza,12 a 17,mujer,lunes
3.0,0.0,0.0,3.0,localizada,mestiza,0 a 5,mujer,lunes
1.0,0.0,0.0,1.0,localizada,mestiza,12 a 17,mujer,lunes
1.0,0.0,0.0,1.0,localizada,mestiza,12 a 17,mujer,lunes
6.0,0.0,0.0,6.0,localizada,indígena,6 a 11,mujer,lunes
,,,,no localizada,mestiza,0 a 5,hombre,lunes
11.0,1.0,1.0,11.0,localizada,indígena,12 a 17,mujer,martes
,,,,no localizada,indígena,12 a 17,hombre,viernes
43.0,6.0,6.0,43.0,localizada,indígena,0 a 5,hombre,sábado
47.0,6.0,6.0,47.0,localizada,indígena,0 a 5,hombre,sábado
43.0,6.0,6.0,43.0,localizada,mestiza,0 a 5,mujer,sábado
,,,,no localizada,indígena,12 a 17,mujer,lunes
13.0,1.0,1.0,13.0,localizada,indígena,12 a 17,hombre,jueves
13.0,1.0,1.0,13.0,localizada,mestiza,12 a 17,hombre,jueves
56.0,8.0,7.0,56.0,localizada,mestiza,12 a 17,mujer,viernes
2.0,0.0,0.0,2.0,localizada,indígena,12 a 17,mujer,viernes
1.0,0.0,0.0,1.0,localizada,mestiza,12 a 17,mujer,viernes
16.0,2.0,2.0,16.0,localizada,mestiza,12 a 17,mujer,viernes
19.0,2.0,2.0,19.0,localizada,indígena,12 a 17,mujer,viernes
2.0,0.0,0.0,2.0,localizada,mestiza,12 a 17,mujer,viernes
171.0,24.0,7.0,100.0,localizada,indígena,12 a 17,hombre,sábado
161.0,23.0,7.0,100.0,localizada,mestiza,12 a 17,mujer,domingo
15.0,2.0,2.0,15.0,localizada,indígena,12 a 17,mujer,domingo
9.0,1.0,1.0,9.0,localizada,mestiza,0 a 5,hombre,lunes
,,,,no localizada,mestiza,12 a 17,mujer,martes
3.0,0.0,0.0,3.0,localizada,mestiza,12 a 17,mujer,martes
2.0,0.0,0.0,2.0,localizada,mestiza,12 a 17,mujer,miércoles
29.0,4.0,4.0,29.0,localizada,mestiza,12 a 17,mujer,miércoles
,,,,no localizada,mestiza,0 a 5,hombre,jueves
,,,,no localizada,indígena,6 a 11,hombre,jueves
,,,,no localizada,mestiza,0 a 5,mujer,sábado
2.0,0.0,0.0,2.0,localizada,indígena,12 a 17,mujer,sábado
,,,,no localizada,indígena,12 a 17,mujer,sábado
89.0,12.0,7.0,89.0,localizada,indígena,6 a 11,mujer,sábado
3.0,0.0,0.0,3.0,localizada,mestiza,12 a 17,mujer,domingo
3.0,0.0,0.0,3.0,localizada,mestiza,12 a 17,mujer,lunes
3.0,0.0,0.0,3.0,localizada,indígena,12 a 17,hombre,lunes
3.0,0.0,0.0,3.0,localizada,indígena,12 a 17,mujer,jueves
4.0,0.0,0.0,4.0,localizada,mestiza,12 a 17,mujer,jueves
28.0,4.0,4.0,28.0,localizada,mestiza,6 a 11,mujer,viernes
3.0,0.0,0.0,3.0,localizada,mestiza,6 a 11,mujer,viernes
,,,,no localizada,indígena,12 a 17,hombre,viernes
5.0,0.0,0.0,5.0,localizada,mestiza,0 a 5,hombre,sábado
5.0,0.0,0.0,5.0,localizada,indígena,0 a 5,hombre,sábado
1.0,0.0,0.0,1.0,localizada,mestiza,12 a 17,mujer,domingo
,,,,no localizada,indígena,12 a 17,hombre,lunes
35.0,5.0,5.0,35.0,localizada,mestiza,6 a 11,mujer,lunes
,,,,no localizada,mestiza,12 a 17,mujer,martes
336.0,48.0,7.0,100.0,localizada,indígena,6 a 11,mujer,martes
5.0,0.0,0.0,5.0,localizada,mestiza,12 a 17,mujer,miércoles
313.0,44.0,7.0,100.0,localizada,indígena,0 a 5,mujer,jueves
5.0,0.0,0.0,5.0,localizada,mestiza,12 a 17,mujer,sábado
16.0,2.0,2.0,16.0,localizada,mestiza,12 a 17,hombre,domingo
,,,,no localizada,mestiza,0 a 5,mujer,lunes
2.0,0.0,0.0,2.0,localizada,indígena,12 a 17,mujer,martes
,,,,no localizada,indígena,0 a 5,mujer,martes
,,,,no localizada,mestiza,12 a 17,mujer,martes
,,,,no localizada,mestiza,6 a 11,mujer,jueves
,,,,no localizada,mestiza,6 a 11,mujer,jueves
,,,,no localizada,mestiza,6 a 11,mujer,jueves
2.0,0.0,0.0,2.0,localizada,indígena,12 a 17,mujer,viernes
62.0,8.0,7.0,62.0,localizada,mestiza,12 a 17,mujer,viernes
1.0,0.0,0.0,1.0,localizada,mestiza,12 a 17,hombre,sábado
,,,,no localizada,indígena,6 a 11,hombre,sábado
,,,,no localizada,mestiza,12 a 17,mujer,domingo
4.0,0.0,0.0,4.0,localizada,indígena,12 a 17,mujer,domingo
6.0,0.0,0.0,6.0,localizada,mestiza,12 a 17,mujer,lunes
4.0,0.0,0.0,4.0,localizada,indígena,12 a 17,mujer,lunes
18.0,2.0,2.0,18.0,localizada,indígena,12 a 17,hombre,jueves
9.0,1.0,1.0,9.0,localizada,mestiza,12 a 17,mujer,jueves
,,,,no localizada,indígena,6 a 11,mujer,viernes
,,,,no localizada,mestiza,6 a 11,hombre,viernes
2.0,0.0,0.0,2.0,localizada,mestiza,6 a 11,hombre,viernes
1.0,0.0,0.0,1.0,localizada,indígena,12 a 17,hombre,sábado
,,,,no localizada,indígena,12 a 17,hombre,sábado
,,,,no localizada,indígena,12 a 17,mujer,domingo
,,,,no localizada,mestiza,12 a 17,mujer,lunes
22.0,3.0,3.0,22.0,localizada,indígena,12 a 17,mujer,martes
32.0,4.0,4.0,32.0,localizada,mestiza,12 a 17,mujer,miércoles
32.0,4.0,4.0,32.0,localizada,mestiza,12 a 17,hombre,miércoles
32.0,4.0,4.0,32.0,localizada,mestiza,12 a 17,hombre,miércoles
3.0,0.0,0.0,3.0,localizada,mestiza,12 a 17,mujer,domingo
,,,,no localizada,mestiza,12 a 17,mujer,domingo
4.0,0.0,0.0,4.0,localizada,mestiza,0 a 5,mujer,domingo
,,,,no localizada,indígena,12 a 17,mujer,domingo
6.0,0.0,0.0,6.0,localizada,mestiza,12 a 17,mujer,martes
,,,,no localizada,mestiza,0 a 5,mujer,viernes
,,,,no localizada,indígena,0 a 5,mujer,sábado
20.0,2.0,2.0,20.0,localizada,indígena,0 a 5,hombre,sábado
,,,,no localizada,mestiza,0 a 5,mujer,domingo
,,,,no localizada,indígena,12 a 17,mujer,domingo
16.0,2.0,2.0,16.0,localizada,mestiza,12 a 17,mujer,lunes
38.0,5.0,5.0,38.0,localizada,mestiza,12 a 17,mujer,miércoles
38.0,5.0,5.0,38.0,localizada,mestiza,0 a 5,mujer,miércoles
36.0,5.0,5.0,36.0,localizada,indígena,12 a 17,hombre,miércoles
,,,,no localizada,mestiza,12 a 17,hombre,miércoles
3.0,0.0,0.0,3.0,localizada,mestiza,12 a 17,mujer,viernes
,,,,no localizada,mestiza,6 a 11,mujer,viernes
,,,,no localizada,mestiza,12 a 17,mujer,sábado
52.0,7.0,7.0,52.0,localizada,indígena,12 a 17,hombre,sábado
8.0,1.0,1.0,8.0,localizada,mestiza,6 a 11,hombre,sábado
8.0,1.0,1.0,8.0,localizada,mestiza,6 a 11,hombre,sábado
4.0,0.0,0.0,4.0,localizada,mestiza,12 a 17,mujer,sábado
2.0,0.0,0.0,2.0,localizada,indígena,6 a 11,hombre,domingo
,,,,no localizada,indígena,0 a 5,hombre,lunes
,,,,no localizada,mestiza,6 a 11,hombre,miércoles
3.0,0.0,0.0,3.0,localizada,mestiza,12 a 17,mujer,viernes
,,,,no localizada,indígena,0 a 5,mujer,sábado
8.0,1.0,1.0,8.0,localizada,mestiza,12 a 17,mujer,sábado
1.0,0.0,0.0,1.0,localizada,indígena,12 a 17,hombre,sábado
,,,,no localizada,mestiza,12 a 17,mujer,sábado
93.0,13.0,7.0,93.0,localizada,mestiza,6 a 11,mujer,lunes
93.0,13.0,7.0,93.0,localizada,mestiza,6 a 11,mujer,lunes
2.0,0.0,0.0,2.0,localizada,mestiza,12 a 17,mujer,lunes
6.0,0.0,0.0,6.0,localizada,indígena,12 a 17,mujer,martes
28.0,4.0,4.0,28.0,localizada,mestiza,12 a 17,hombre,martes
4.0,0.0,0.0,4.0,localizada,indígena,12 a 17,mujer,miércoles
4.0,0.0,0.0,4.0,localizada,indígena,12 a 17,mujer,miércoles
217.0,31.0,7.0,100.0,localizada,indígena,12 a 17,mujer,jueves
,,,,no localizada,mestiza,12 a 17,mujer,jueves
7.0,1.0,1.0,7.0,localizada,indígena,0 a 5,mujer,viernes
7.0,1.0,1.0,7.0,localizada,indígena,0 a 5,hombre,lunes
,,,,no localizada,indígena,12 a 17,hombre,martes
522.0,74.0,7.0,100.0,localizada,indígena,12 a 17,hombre,martes
491.0,70.0,7.0,100.0,localizada,mestiza,0 a 5,mujer,miércoles
2.0,0.0,0.0,2.0,localizada,mestiza,12 a 17,mujer,sábado
8.0,1.0,1.0,8.0,localizada,mestiza,12 a 17,mujer,lunes
3.0,0.0,0.0,3.0,localizada,indígena,12 a 17,mujer,lunes
,,,,no localizada,indígena,0 a 5,mujer,lunes
,,,,no localizada,mestiza,6 a 11,mujer,lunes
,,,,no localizada,mestiza,6 a 11,hombre,lunes
1.0,0.0,0.0,1.0,localizada,mestiza,6 a 11,mujer,martes
1.0,0.0,0.0,1.0,localizada,indígena,6 a 11,mujer,martes
,,,,no localizada,mestiza,12 a 17,mujer,martes
1.0,0.0,0.0,1.0,localizada,mestiza,12 a 17,hombre,miércoles
,,,,no localizada,indígena,0 a 5,mujer,jueves
3.0,0.0,0.0,3.0,localizada,mestiza,12 a 17,mujer,jueves
3.0,0.0,0.0,3.0,localizada,mestiza,12 a 17,hombre,jueves
,,,,no localizada,indígena,6 a 11,mujer,viernes
8.0,1.0,1.0,8.0,localizada,mestiza,12 a 17,hombre,lunes
27.0,3.0,3.0,27.0,localizada,indígena,12 a 17,mujer,lunes
4.0,0.0,0.0,4.0,localizada,indígena,12 a 17,mujer,martes
2.0,0.0,0.0,2.0,localizada,mestiza,12 a 17,mujer,martes
,,,,no localizada,indígena,6 a 11,mujer,jueves
,,,,no localizada,indígena,6 a 11,mujer,jueves
,,,,no localizada,mestiza,12 a 17,mujer,sábado
,,,,no localizada,indígena,12 a 17,mujer,domingo
,,,,no localizada,mestiza,12 a 17,mujer,domingo
16.0,2.0,2.0,16.0,localizada,mestiza,12 a 17,mujer,lunes
8.0,1.0,1.0,8.0,localizada,mestiza,0 a 5,hombre,lunes
8.0,1.0,1.0,8.0,localizada,indígena,0 a 5,mujer,lunes
14.0,2.0,2.0,14.0,localizada,mestiza,0 a 5,hombre,martes
14.0,2.0,2.0,14.0,localizada,indígena,12 a 17,hombre,miércoles
5.0,0.0,0.0,5.0,localizada,indígena,12 a 17,hombre,miércoles
277.0,39.0,7.0,100.0,localizada,mestiza,0 a 5,hombre,viernes
277.0,39.0,7.0,100.0,localizada,mestiza,12 a 17,mujer,viernes
12.0,1.0,1.0,12.0,localizada,indígena,12 a 17,mujer,viernes
17.0,2.0,2.0,17.0,localizada,indígena,6 a 11,hombre,sábado
,,,,no localizada,indígena,0 a 5,mujer,sábado
12.0,1.0,1.0,12.0,localizada,mestiza,12 a 17,mujer,sábado
5.0,0.0,0.0,5.0,localizada,mestiza,12 a 17,mujer,domingo
76.0,10.0,7.0,76.0,localizada,mestiza,12 a 17,mujer,miércoles
5.0,0.0,0.0,5.0,localizada,mestiza,0 a 5,hombre,viernes
9.0,1.0,1.0,9.0,localizada,mestiza,0 a 5,hombre,sábado
144.0,20.0,7.0,100.0,localizada,indígena,0 a 5,mujer,sábado
8.0,1.0,1.0,8.0,localizada,mestiza,12 a 17,mujer,sábado
48.0,6.0,6.0,48.0,localizada,mestiza,12 a 17,mujer,sábado
15.0,2.0,2.0,15.0,localizada,mestiza,12 a 17,hombre,domingo
15.0,2.0,2.0,15.0,localizada,mestiza,6 a 11,mujer,domingo
58.0,8.0,7.0,58.0,localizada,mestiza,12 a 17,mujer,domingo
,,,,no localizada,indígena,12 a 17,hombre,domingo
,,,,no localizada,indígena,12 a 17,mujer,domingo
,,,,no localizada,mestiza,12 a 17,mujer,lunes
5.0,0.0,0.0,5.0,localizada,indígena,12 a 17,hombre,martes
9.0,1.0,1.0,9.0,localizada,mestiza,0 a 5,hombre,miércoles
5.0,0.0,0.0,5.0,localizada,mestiza,12 a 17,mujer,miércoles
,,,,no localizada,mestiza,12 a 17,mujer,miércoles
3.0,0.0,0.0,3.0,localizada,mestiza,12 a 17,mujer,jueves
20.0,2.0,2.0,20.0,localizada,mestiza,0 a 5,mujer,jueves
20.0,2.0,2.0,20.0,localizada,mestiza,0 a 5,mujer,viernes
20.0,2.0,2.0,20.0,localizada,mestiza,0 a 5,hombre,viernes
4.0,0.0,0.0,4.0,localizada,mestiza,12 a 17,mujer,viernes
,,,,no localizada,mestiza,12 a 17,hombre,viernes
6.0,0.0,0.0,6.0,localizada,indígena,0 a 5,hombre,sábado
35.0,5.0,5.0,35.0,localizada,mestiza,6 a 11,mujer,miércoles
10.0,1.0,1.0,10.0,localizada,indígena,12 a 17,mujer,jueves
53.0,7.0,7.0,53.0,localizada,mestiza,0 a 5,mujer,viernes
